id,nama_rumah,lokasi,luas_tanah,jumlah_kamar,jumlah_lantai,tahun_bangun,harga,material_digunakan,material_utama
1022,Rumah_1022,Kota Bogor,327,3,3,2012,330323419,Genteng Metal:4294m2; Batu Alam Andesit:3428m2; Hollow Galvanis 4x4:2616btg; Pintu Kayu Solid:150pcs; Bata Ringan Walbric:3583pcs,Genteng Beton
1023,Rumah_1023,Kabupaten Ciamis,73,5,3,2003,1140911618,Genteng Metal:1064m2; Plafon GRC:2535m2; Semen Mortar MU-380:4406sak; Aluminium Kusen:4372m; Batu Split:2517m3; Atap Baja Ringan:1508m2,Stop Kran Kuningan
1024,Rumah_1024,Kabupaten Cianjur,34,4,1,2022,1243765968,Kaca:4417m2; Pintu Kayu Solid:2058pcs; Hollow Galvanis 4x4:4132btg; Cat Dinding Dulux:2951kg; Cat Eksterior Jotun:3456kg; Granite Tile:4369m2,Saklar + Stop Kontak Panasonic
1025,Rumah_1025,Kabupaten Cirebon,191,2,1,2016,1348498254,Stop Kran Kuningan:53pcs; Kaca:3091m2; Saklar + Stop Kontak Panasonic:3127set,Aluminium Kusen
1026,Rumah_1026,Kabupaten Garut,339,1,2,2008,1849654323,Semen Mortar MU-380:1879sak; Kabel NYY 4x10:4973m; Atap Baja Ringan:4609m2,Kawat Bendrat
1027,Rumah_1027,Kabupaten Subang,171,6,3,2024,1382874046,Pipa PPR 1/2 inci:2691btg; Batu Bata Merah:3376pcs; Besi Beton 13mm:1553kg,Besi Beton 19mm
1028,Rumah_1028,Kabupaten Bandung Barat,155,4,2,2001,655972469,Kaca:141m2; Besi Beton 16mm:1587kg; Keramik Kamar Mandi:2578m2; Granite Tile:2963m2; Keramik Asia Tile:4364m2,Batu Bata Merah
1029,Rumah_1029,Kabupaten Bekasi,124,1,1,2012,562106953,Stop Kran Kuningan:1172pcs; Kaca:2410m2; Waterproofing Coating:2659kg; Cat Eksterior Jotun:4397kg; Saklar + Stop Kontak Panasonic:3323set; Multipleks 18mm:3881lbr,Pipa PVC Wavin 2 1/2
1030,Rumah_1030,Bandung Timur,172,5,2,2002,736530262,Plafon GRC:3803m2; Keramik Kamar Mandi:3627m2; Kabel NYY 4x10:3174m; Besi Beton 13mm:1135kg; Stop Kran Kuningan:2489pcs,Kaca
1031,Rumah_1031,Kabupaten Bogor,86,6,1,2011,1792805588,Batu Split:3681m3; Keramik Kamar Mandi:4793m2; Triplek Meranti Campur:1652lbr; Pipa PPR 1/2 inci:1863btg,Pasir
1032,Rumah_1032,Kota Banjar,299,6,1,2014,961578429,Pintu Kayu Solid:3843pcs; Pipa PPR 1/2 inci:1915btg; Kayu:1495kg,Triplek Meranti Campur
1033,Rumah_1033,Kota Sukabumi,67,6,1,2014,1548287671,Pipa PVC Wavin 2 1/2:3434btg; Atap Baja Ringan:3039m2; Plafon Gypsum:3243m2; Aluminium Kusen:1986m; Multipleks 18mm:3206lbr; Cat Dinding Dulux:4596kg,Semen Mortar MU-380
1034,Rumah_1034,Kabupaten Kuningan,309,3,1,2000,985155907,Keramik Kamar Mandi:456m2; Saklar + Stop Kontak Panasonic:4597set; Aluminium Kusen:1020m,Keramik Kamar Mandi
1035,Rumah_1035,Kota Tasikmalaya,296,5,3,1998,1624491283,Keramik Asia Tile:882m2; Bata Ringan JUMA:3098pcs; Besi Beton 19mm:771kg; Kabel NYM 2x1.5:4896m; Hollow Galvanis 4x4:1817btg,Cat Eksterior Jotun
1036,Rumah_1036,Kabupaten Indramayu,327,6,2,1998,1801946742,Waterproofing Coating:3429kg; Aluminium Kusen:163m; Pintu Kayu Solid:1152pcs,Pipa PPR 1/2 inci
1037,Rumah_1037,Kota Cimahi,43,2,1,2004,1849509073,Multipleks 18mm:403lbr; Bata Ringan Walbric:3143pcs; Hollow Galvanis 4x4:840btg; Pipa PPR 1/2 inci:2110btg; Pipa PVC Wavin 2 1/2:2239btg,Kabel NYY 4x10
1038,Rumah_1038,Kabupaten Karawang,47,2,3,2012,806540130,Stop Kran Kuningan:4414pcs; Bata Ringan JUMA:4597pcs; Atap Baja Ringan:4990m2,Multipleks 18mm
1039,Rumah_1039,Kota Bandung,175,2,2,2018,329391350,Besi Beton 13mm:3886kg; Multipleks 18mm:1656lbr; Granite Tile:2587m2; Besi WF 150:1294btg; Semen Mortar MU-380:4790sak; Besi Beton 16mm:1124kg,Waterproofing Coating
1040,Rumah_1040,Kota Depok,109,4,1,2014,1422411663,Multipleks 18mm:4234lbr; Batu Split:2909m3; Aluminium Kusen:1361m; Kabel NYM 2x1.5:1420m; Pintu Kayu Solid:401pcs; Cat Eksterior Jotun:406kg,Besi Beton 16mm
1041,Rumah_1041,Kabupaten Pangandaran,349,5,1,2010,1047890239,Genteng Metal:1111m2; Pintu Kayu Solid:3797pcs; Hollow Galvanis 4x4:2059btg,Bata Ringan JUMA
1042,Rumah_1042,Kabupaten Sukabumi,99,5,3,2012,1057818651,Waterproofing Coating:880kg; Pasir:3501m3; Kabel NYY 4x10:108m; Pipa PVC Wavin 3:737btg; Hollow Galvanis 4x4:2075btg,Kayu
1043,Rumah_1043,Kabupaten Majalengka,204,6,2,2019,581354745,Kawat Bendrat:1135kg; Semen:3822sak; Aluminium Kusen:2211m; Multipleks 18mm:4221lbr; Pintu Kayu Solid:1221pcs; Cat Eksterior Jotun:3875kg,Keramik Asia Tile
1044,Rumah_1044,Kabupaten Tasikmalaya,323,2,1,1997,1654001307,Semen Mortar MU-380:2184sak; Atap Baja Ringan:4136m2; Saklar + Stop Kontak Panasonic:4356set,Cat Dinding Nobrand
1045,Rumah_1045,Kota Cirebon,105,3,1,2021,182127930,Cat Eksterior Jotun:847kg; Bata Ringan Walbric:2515pcs; Aluminium Kusen:3301m; Semen:1132sak,Granite Tile
1046,Rumah_1046,Kabupaten Sumedang,131,6,3,2002,235342445,Batu Split:1466m3; Cat Eksterior Jotun:2282kg; Hollow Galvanis 4x4:3887btg; Cat Dinding Dulux:2719kg; Kayu:117kg; Kabel NYM 2x1.5:2494m,Hollow Galvanis 4x4
1047,Rumah_1047,Kabupaten Purwakarta,305,2,3,2002,1495135529,Stop Kran Kuningan:3368pcs; Pipa PVC Wavin 2 1/2:3711btg; Cat Eksterior Jotun:349kg; Bata Ringan Walbric:952pcs,Keramik 60x60 Polished
1048,Rumah_1048,Kabupaten Bandung,289,5,2,1995,1575725482,Kabel NYM 2x1.5:2745m; Saklar + Stop Kontak Panasonic:74set; Plafon GRC:972m2; Keramik 60x60 Polished:372m2; Semen:1115sak,Plafon Gypsum
1049,Rumah_1049,Kota Bekasi,236,6,3,2003,1554079913,Atap Baja Ringan:4953m2; Pintu Kayu Solid:177pcs; Cat Eksterior Jotun:1036kg; Aluminium Kusen:3570m; Genteng Beton:2899pcs,Genteng Metal
1050,Rumah_1050,Bandung Barat,153,3,3,2016,312366812,Cat Dinding Nobrand:2993kg; Plafon GRC:4952m2; Triplek Meranti Campur:3112lbr; Keramik 60x60 Polished:2905m2; Cat Eksterior Jotun:3153kg,Kabel NYM 2x1.5
1051,Rumah_1051,Kota Bogor,157,2,3,2016,1578720718,Genteng Beton:783pcs; Batu Alam Andesit:953m2; Pipa PPR 1/2 inci:1477btg; Batu Split:4568m3,Batu Alam Andesit
1052,Rumah_1052,Kabupaten Ciamis,50,3,2,1999,392040545,Kabel NYY 4x10:586m; Plafon Gypsum:3217m2; Batu Alam Andesit:4694m2; Besi Beton 16mm:842kg; Pasir:4722m3,Pintu Kayu Solid
1053,Rumah_1053,Kabupaten Cianjur,307,5,1,2009,950040653,Aluminium Kusen:4025m; Granite Tile:4446m2; Besi Beton 19mm:1009kg; Pipa PVC Wavin 2 1/2:2102btg; Cat Dinding Dulux:3928kg,Besi Beton 13mm
1054,Rumah_1054,Kabupaten Cirebon,216,1,3,2020,1961474274,Batu Alam Andesit:4650m2; Kayu:1962kg; Keramik 60x60 Polished:1783m2; Hollow Galvanis 4x4:3102btg,Bata Ringan Walbric
1055,Rumah_1055,Kabupaten Garut,251,3,1,2021,1719576945,Triplek Meranti Campur:593lbr; Kaca:4832m2; Genteng Metal:1407m2; Atap Baja Ringan:1116m2,Atap Baja Ringan
1056,Rumah_1056,Kabupaten Subang,99,3,2,2011,443517746,Kabel NYY 4x10:184m; Genteng Beton:3221pcs; Cat Dinding Dulux:1909kg; Keramik Asia Tile:806m2; Atap Baja Ringan:123m2,Pipa PVC Wavin 3
1057,Rumah_1057,Kabupaten Bandung Barat,90,2,2,2008,1799498019,Triplek Meranti Campur:4763lbr; Waterproofing Coating:3309kg; Bata Ringan Walbric:1256pcs; Pipa PVC Wavin 3:212btg; Batu Alam Andesit:2120m2; Atap Baja Ringan:2691m2,Cat Dinding Dulux
1058,Rumah_1058,Kabupaten Bekasi,122,5,1,2000,1430098071,Bata Ringan Walbric:2651pcs; Kayu:1166kg; Cat Eksterior Jotun:1828kg; Cat Dinding Nobrand:4897kg,Semen
1059,Rumah_1059,Bandung Timur,255,5,1,2012,1088018868,Batu Bata Merah:1200pcs; Pipa PPR 1/2 inci:3952btg; Cat Eksterior Jotun:3926kg; Granite Tile:4919m2; Genteng Metal:826m2; Cat Dinding Dulux:1386kg,Besi WF 150
1060,Rumah_1060,Kabupaten Bogor,190,6,1,2024,1229555979,Keramik Kamar Mandi:268m2; Bata Ringan JUMA:163pcs; Stop Kran Kuningan:3362pcs; Besi Beton 13mm:4584kg; Multipleks 18mm:4037lbr,Batu Split
1061,Rumah_1061,Kota Banjar,200,6,1,1999,1105577058,Besi WF 150:3387btg; Stop Kran Kuningan:1012pcs; Kayu:3983kg; Semen Mortar MU-380:1813sak; Bata Ringan JUMA:635pcs,Plafon GRC
1062,Rumah_1062,Kota Sukabumi,276,6,3,2024,557038423,Kawat Bendrat:4485kg; Genteng Metal:4401m2; Saklar + Stop Kontak Panasonic:2829set; Keramik Asia Tile:3108m2; Besi Beton 16mm:1235kg,Genteng Beton
1063,Rumah_1063,Kabupaten Kuningan,206,5,3,1996,1595631799,Kaca:1926m2; Kabel NYY 4x10:586m; Keramik Kamar Mandi:1795m2; Atap Baja Ringan:4031m2,Stop Kran Kuningan
1064,Rumah_1064,Kota Tasikmalaya,179,1,3,1996,535503148,Batu Bata Merah:3739pcs; Pipa PPR 1/2 inci:3811btg; Stop Kran Kuningan:545pcs; Waterproofing Coating:1636kg; Semen Mortar MU-380:2475sak,Saklar + Stop Kontak Panasonic
1065,Rumah_1065,Kabupaten Indramayu,39,6,2,1996,730099475,Batu Bata Merah:3128pcs; Cat Dinding Nobrand:1402kg; Kaca:2383m2; Pasir:4954m3; Besi Beton 19mm:2971kg,Aluminium Kusen
1066,Rumah_1066,Kota Cimahi,297,2,3,2002,386310623,Besi WF 150:449btg; Cat Dinding Dulux:3569kg; Plafon GRC:3639m2,Kawat Bendrat
1067,Rumah_1067,Kabupaten Karawang,37,5,1,2006,837817203,Kabel NYY 4x10:347m; Cat Dinding Dulux:4648kg; Pintu Kayu Solid:3962pcs,Besi Beton 19mm
1068,Rumah_1068,Kota Bandung,161,5,1,2018,1322387317,Stop Kran Kuningan:4916pcs; Kabel NYM 2x1.5:3844m; Kayu:3168kg,Batu Bata Merah
1069,Rumah_1069,Kota Depok,104,2,3,2006,1736995580,Granite Tile:4881m2; Batu Alam Andesit:1969m2; Besi WF 150:2819btg; Triplek Meranti Campur:4525lbr; Batu Bata Merah:2015pcs,Pipa PVC Wavin 2 1/2
1070,Rumah_1070,Kabupaten Pangandaran,178,4,3,2013,1458988236,Atap Baja Ringan:4157m2; Bata Ringan JUMA:574pcs; Batu Bata Merah:1402pcs; Semen Mortar MU-380:576sak; Kabel NYY 4x10:387m; Pintu Kayu Solid:971pcs,Kaca
1071,Rumah_1071,Kabupaten Sukabumi,333,6,3,2025,1899315030,Pipa PVC Wavin 3:1068btg; Aluminium Kusen:752m; Pasir:4157m3,Pasir
1072,Rumah_1072,Kabupaten Majalengka,106,5,3,2005,326731630,Pasir:2235m3; Plafon GRC:4772m2; Saklar + Stop Kontak Panasonic:3951set; Kawat Bendrat:3215kg; Genteng Beton:3892pcs,Triplek Meranti Campur
1073,Rumah_1073,Kabupaten Tasikmalaya,298,4,3,2007,216031639,Pintu Kayu Solid:739pcs; Kabel NYY 4x10:1661m; Bata Ringan Walbric:849pcs; Besi Beton 16mm:2303kg,Semen Mortar MU-380
1074,Rumah_1074,Kota Cirebon,142,5,1,2021,727625731,Semen:2905sak; Saklar + Stop Kontak Panasonic:243set; Pasir:1084m3; Besi Beton 19mm:1823kg; Pintu Kayu Solid:224pcs,Keramik Kamar Mandi
1075,Rumah_1075,Kabupaten Sumedang,310,2,1,2012,1682218647,Plafon Gypsum:3659m2; Kabel NYM 2x1.5:674m; Waterproofing Coating:801kg; Multipleks 18mm:4636lbr; Pasir:1069m3,Cat Eksterior Jotun
1076,Rumah_1076,Kabupaten Purwakarta,260,5,1,1995,1222210273,Saklar + Stop Kontak Panasonic:2713set; Batu Bata Merah:4195pcs; Kawat Bendrat:4526kg; Granite Tile:4444m2,Pipa PPR 1/2 inci
1077,Rumah_1077,Kabupaten Bandung,86,6,3,2022,705613688,Besi WF 150:3313btg; Bata Ringan JUMA:767pcs; Besi Beton 13mm:2674kg; Besi Beton 19mm:2591kg; Plafon Gypsum:4087m2,Kabel NYY 4x10
1078,Rumah_1078,Kota Bekasi,80,6,3,2024,205623320,Cat Dinding Dulux:2923kg; Besi Beton 19mm:3042kg; Stop Kran Kuningan:4758pcs,Multipleks 18mm
1079,Rumah_1079,Bandung Barat,146,1,1,2001,1888324591,Cat Dinding Dulux:136kg; Kawat Bendrat:1587kg; Kaca:677m2; Plafon Gypsum:4306m2; Semen:2711sak; Pasir:443m3,Waterproofing Coating
1080,Rumah_1080,Kota Bogor,171,3,2,2005,1310128980,Plafon Gypsum:3991m2; Cat Eksterior Jotun:2617kg; Pintu Kayu Solid:1422pcs,Besi Beton 16mm
1081,Rumah_1081,Kabupaten Ciamis,113,5,1,2004,1691265940,Cat Dinding Dulux:1477kg; Bata Ringan Walbric:3407pcs; Genteng Metal:1671m2; Bata Ringan JUMA:1667pcs; Batu Alam Andesit:1766m2; Genteng Beton:3054pcs,Bata Ringan JUMA
1082,Rumah_1082,Kabupaten Cianjur,231,6,2,2010,674088667,Bata Ringan JUMA:1370pcs; Cat Eksterior Jotun:2845kg; Besi Beton 16mm:2311kg,Kayu
1083,Rumah_1083,Kabupaten Cirebon,194,6,3,2025,862292261,Kawat Bendrat:2293kg; Kayu:2259kg; Besi Beton 13mm:2183kg,Keramik Asia Tile
1084,Rumah_1084,Kabupaten Garut,64,2,2,2015,1489887907,Triplek Meranti Campur:3905lbr; Waterproofing Coating:3269kg; Semen Mortar MU-380:420sak; Pintu Kayu Solid:941pcs; Plafon Gypsum:1554m2; Cat Dinding Nobrand:4649kg,Cat Dinding Nobrand
1085,Rumah_1085,Kabupaten Subang,79,5,2,2004,1713086639,Keramik Asia Tile:390m2; Pasir:553m3; Cat Dinding Dulux:349kg,Granite Tile
1086,Rumah_1086,Kabupaten Bandung Barat,64,6,1,2021,1017322105,Pintu Kayu Solid:654pcs; Cat Dinding Nobrand:1534kg; Batu Alam Andesit:587m2; Genteng Metal:680m2; Kabel NYY 4x10:2700m,Hollow Galvanis 4x4
1087,Rumah_1087,Kabupaten Bekasi,243,3,1,2024,1271217026,Semen:4558sak; Pipa PVC Wavin 3:742btg; Pipa PPR 1/2 inci:1878btg; Keramik 60x60 Polished:4542m2,Keramik 60x60 Polished
1088,Rumah_1088,Bandung Timur,77,5,2,2012,1146130026,Cat Dinding Nobrand:4458kg; Plafon GRC:1773m2; Cat Dinding Dulux:182kg; Aluminium Kusen:4580m; Atap Baja Ringan:279m2; Waterproofing Coating:1084kg,Plafon Gypsum
1089,Rumah_1089,Kabupaten Bogor,165,6,1,2014,259762060,Kayu:1026kg; Saklar + Stop Kontak Panasonic:573set; Kaca:2341m2; Kawat Bendrat:3425kg; Batu Alam Andesit:4893m2; Keramik 60x60 Polished:1637m2,Genteng Metal
1090,Rumah_1090,Kota Banjar,244,6,2,2022,1285099336,Kawat Bendrat:169kg; Keramik Kamar Mandi:1163m2; Stop Kran Kuningan:3180pcs; Batu Alam Andesit:570m2,Kabel NYM 2x1.5
1091,Rumah_1091,Kota Sukabumi,269,2,2,2005,284045004,Plafon GRC:1332m2; Batu Bata Merah:1296pcs; Pipa PVC Wavin 3:2135btg; Keramik Kamar Mandi:4481m2; Stop Kran Kuningan:2515pcs,Batu Alam Andesit
1092,Rumah_1092,Kabupaten Kuningan,280,1,1,2018,1876233486,Plafon GRC:3150m2; Cat Dinding Nobrand:877kg; Keramik 60x60 Polished:3152m2; Kabel NYY 4x10:4171m; Semen Mortar MU-380:699sak; Waterproofing Coating:4496kg,Pintu Kayu Solid
1093,Rumah_1093,Kota Tasikmalaya,212,1,1,2018,963456127,Multipleks 18mm:2751lbr; Keramik 60x60 Polished:1342m2; Besi Beton 16mm:3401kg; Pipa PVC Wavin 3:1177btg; Plafon Gypsum:4439m2; Cat Dinding Dulux:4500kg,Besi Beton 13mm
1094,Rumah_1094,Kabupaten Indramayu,290,2,3,2014,1295399658,Hollow Galvanis 4x4:1549btg; Besi Beton 13mm:4872kg; Plafon Gypsum:3102m2,Bata Ringan Walbric
1095,Rumah_1095,Kota Cimahi,320,4,3,2013,1767777736,Kabel NYM 2x1.5:4636m; Kaca:2702m2; Cat Dinding Nobrand:4851kg; Kayu:2484kg; Keramik 60x60 Polished:3951m2,Atap Baja Ringan
1096,Rumah_1096,Kabupaten Karawang,157,4,1,1997,1945568015,Atap Baja Ringan:4426m2; Besi WF 150:3533btg; Hollow Galvanis 4x4:4228btg,Pipa PVC Wavin 3
1097,Rumah_1097,Kota Bandung,190,2,1,2007,203764798,Waterproofing Coating:2248kg; Plafon GRC:1847m2; Batu Bata Merah:3095pcs,Cat Dinding Dulux
1098,Rumah_1098,Kota Depok,122,2,1,2016,1751427616,Waterproofing Coating:1003kg; Pintu Kayu Solid:2067pcs; Multipleks 18mm:3190lbr; Kayu:4472kg,Semen
1099,Rumah_1099,Kabupaten Pangandaran,171,5,2,2018,694405705,Cat Dinding Dulux:2066kg; Plafon Gypsum:3321m2; Triplek Meranti Campur:4359lbr; Kayu:1814kg; Bata Ringan Walbric:4869pcs; Besi Beton 13mm:2307kg,Besi WF 150
1100,Rumah_1100,Kabupaten Sukabumi,52,5,3,2021,474777503,Stop Kran Kuningan:3097pcs; Batu Bata Merah:489pcs; Pipa PPR 1/2 inci:601btg; Multipleks 18mm:1627lbr; Cat Eksterior Jotun:957kg,Batu Split
1101,Rumah_1101,Kabupaten Majalengka,175,4,2,2012,915514102,Kaca:4661m2; Bata Ringan Walbric:1109pcs; Triplek Meranti Campur:4713lbr; Waterproofing Coating:1437kg; Pipa PVC Wavin 2 1/2:4405btg,Plafon GRC
1102,Rumah_1102,Kabupaten Tasikmalaya,172,5,1,2014,1582512681,Kabel NYY 4x10:4354m; Atap Baja Ringan:3668m2; Pipa PPR 1/2 inci:3528btg; Hollow Galvanis 4x4:714btg; Aluminium Kusen:1396m,Genteng Beton
1103,Rumah_1103,Kota Cirebon,57,1,3,2007,494447774,Kabel NYY 4x10:3434m; Batu Split:497m3; Bata Ringan Walbric:4966pcs,Stop Kran Kuningan
1104,Rumah_1104,Kabupaten Sumedang,130,2,3,2016,1962398165,Saklar + Stop Kontak Panasonic:2956set; Cat Dinding Nobrand:4640kg; Kabel NYM 2x1.5:4563m; Plafon Gypsum:1470m2,Saklar + Stop Kontak Panasonic
1105,Rumah_1105,Kabupaten Purwakarta,257,5,3,2014,502337437,Waterproofing Coating:631kg; Genteng Beton:607pcs; Bata Ringan Walbric:4026pcs; Genteng Metal:364m2,Aluminium Kusen
1106,Rumah_1106,Kabupaten Bandung,44,6,3,2003,1382717560,Pintu Kayu Solid:1753pcs; Multipleks 18mm:1035lbr; Cat Dinding Nobrand:2254kg; Batu Split:1234m3; Besi Beton 16mm:605kg; Saklar + Stop Kontak Panasonic:491set,Kawat Bendrat
1107,Rumah_1107,Kota Bekasi,257,5,2,2000,661351671,Cat Dinding Dulux:3181kg; Saklar + Stop Kontak Panasonic:4171set; Triplek Meranti Campur:4220lbr,Besi Beton 19mm
1108,Rumah_1108,Bandung Barat,313,3,2,2017,1561942804,Kaca:2373m2; Keramik 60x60 Polished:3494m2; Pipa PVC Wavin 2 1/2:4817btg; Pasir:1663m3; Triplek Meranti Campur:3071lbr,Batu Bata Merah
1109,Rumah_1109,Kota Bogor,46,4,3,2021,135577628,Batu Alam Andesit:920m2; Genteng Beton:1626pcs; Semen Mortar MU-380:2320sak; Besi Beton 19mm:3361kg; Pintu Kayu Solid:2920pcs; Stop Kran Kuningan:1615pcs,Pipa PVC Wavin 2 1/2
1110,Rumah_1110,Kabupaten Ciamis,159,2,1,1999,1614732966,Pasir:4054m3; Kabel NYM 2x1.5:1410m; Waterproofing Coating:3515kg,Kaca
1111,Rumah_1111,Kabupaten Cianjur,116,4,1,2006,338476171,Kabel NYM 2x1.5:3848m; Keramik Kamar Mandi:1917m2; Pipa PPR 1/2 inci:3871btg; Kawat Bendrat:104kg; Kayu:2763kg,Pasir
1112,Rumah_1112,Kabupaten Cirebon,146,6,3,2006,1461237265,Kabel NYM 2x1.5:482m; Besi WF 150:885btg; Triplek Meranti Campur:4026lbr,Triplek Meranti Campur
1113,Rumah_1113,Kabupaten Garut,339,1,2,2005,1291731377,Granite Tile:2644m2; Multipleks 18mm:4485lbr; Kaca:4438m2,Semen Mortar MU-380
1114,Rumah_1114,Kabupaten Subang,164,4,3,2012,1967933089,Cat Dinding Nobrand:4103kg; Pipa PPR 1/2 inci:2250btg; Semen:486sak; Kabel NYY 4x10:1679m,Keramik Kamar Mandi
1115,Rumah_1115,Kabupaten Bandung Barat,329,1,2,1999,1441607627,Aluminium Kusen:4761m; Keramik 60x60 Polished:2843m2; Stop Kran Kuningan:2931pcs; Pasir:1560m3; Cat Dinding Nobrand:558kg,Cat Eksterior Jotun
1116,Rumah_1116,Kabupaten Bekasi,346,3,2,2024,1976312731,Keramik Asia Tile:4072m2; Keramik Kamar Mandi:1515m2; Kaca:1561m2; Cat Eksterior Jotun:1495kg,Pipa PPR 1/2 inci
1117,Rumah_1117,Bandung Timur,51,2,3,2013,644376352,Stop Kran Kuningan:1288pcs; Genteng Metal:3504m2; Pipa PVC Wavin 3:1403btg; Keramik 60x60 Polished:2348m2,Kabel NYY 4x10
1118,Rumah_1118,Kabupaten Bogor,325,2,3,2008,1769042214,Genteng Beton:1905pcs; Pipa PVC Wavin 2 1/2:122btg; Besi Beton 13mm:382kg; Aluminium Kusen:149m; Kabel NYY 4x10:1631m; Genteng Metal:2510m2,Multipleks 18mm
1119,Rumah_1119,Kota Banjar,246,6,2,1996,1077976736,Triplek Meranti Campur:4243lbr; Aluminium Kusen:4048m; Besi Beton 13mm:1837kg; Kawat Bendrat:536kg,Waterproofing Coating
1120,Rumah_1120,Kota Sukabumi,328,1,2,2002,394233368,Pasir:2113m3; Kayu:2356kg; Cat Eksterior Jotun:2659kg; Pipa PVC Wavin 3:2910btg; Plafon Gypsum:3836m2; Plafon GRC:4920m2,Besi Beton 16mm
1121,Rumah_1121,Kabupaten Kuningan,47,3,2,2009,1603649862,Besi Beton 19mm:3106kg; Besi WF 150:2041btg; Cat Eksterior Jotun:3724kg; Besi Beton 16mm:1034kg,Bata Ringan JUMA
1122,Rumah_1122,Kota Tasikmalaya,318,5,1,2011,1248361740,Genteng Metal:4752m2; Cat Dinding Nobrand:818kg; Batu Bata Merah:2448pcs; Hollow Galvanis 4x4:2998btg; Multipleks 18mm:1604lbr; Genteng Beton:3235pcs,Kayu
1123,Rumah_1123,Kabupaten Indramayu,320,2,2,1995,413706360,Bata Ringan Walbric:146pcs; Genteng Beton:612pcs; Pasir:1420m3; Aluminium Kusen:307m; Multipleks 18mm:3862lbr; Granite Tile:1611m2,Keramik Asia Tile
1124,Rumah_1124,Kota Cimahi,175,6,2,2025,1010668351,Bata Ringan Walbric:2008pcs; Pipa PVC Wavin 2 1/2:3200btg; Batu Split:748m3,Cat Dinding Nobrand
1125,Rumah_1125,Kabupaten Karawang,209,3,2,2009,432279266,Kawat Bendrat:1732kg; Pintu Kayu Solid:1562pcs; Bata Ringan Walbric:4277pcs; Stop Kran Kuningan:461pcs; Pasir:1573m3,Granite Tile
1126,Rumah_1126,Kota Bandung,339,4,3,1998,1272658254,Atap Baja Ringan:4283m2; Saklar + Stop Kontak Panasonic:4974set; Triplek Meranti Campur:910lbr; Plafon GRC:2275m2,Hollow Galvanis 4x4
1127,Rumah_1127,Kota Depok,309,3,3,1999,1665554760,Aluminium Kusen:4248m; Batu Split:4221m3; Keramik Asia Tile:4281m2,Keramik 60x60 Polished
1128,Rumah_1128,Kabupaten Pangandaran,136,5,2,2020,707155278,Cat Dinding Nobrand:2693kg; Plafon GRC:807m2; Pasir:628m3,Plafon Gypsum
1129,Rumah_1129,Kabupaten Sukabumi,187,3,3,2014,1576755306,Stop Kran Kuningan:247pcs; Besi WF 150:785btg; Waterproofing Coating:4850kg; Pipa PVC Wavin 2 1/2:3391btg,Genteng Metal
1130,Rumah_1130,Kabupaten Majalengka,340,5,2,2012,726795027,Besi WF 150:3764btg; Besi Beton 13mm:2900kg; Genteng Beton:54pcs; Kawat Bendrat:2388kg,Kabel NYM 2x1.5
1131,Rumah_1131,Kabupaten Tasikmalaya,296,4,1,1997,841323058,Keramik 60x60 Polished:3191m2; Cat Dinding Nobrand:2750kg; Kaca:4304m2; Plafon GRC:2252m2; Cat Eksterior Jotun:3274kg; Batu Split:3112m3,Batu Alam Andesit
1132,Rumah_1132,Kota Cirebon,55,1,2,2018,158218010,Kayu:1305kg; Pipa PVC Wavin 3:1239btg; Genteng Metal:317m2; Batu Alam Andesit:2743m2; Batu Bata Merah:2886pcs; Granite Tile:2353m2,Pintu Kayu Solid
1133,Rumah_1133,Kabupaten Sumedang,201,6,1,2018,1779114479,Semen Mortar MU-380:1941sak; Keramik 60x60 Polished:799m2; Saklar + Stop Kontak Panasonic:3888set,Besi Beton 13mm
1134,Rumah_1134,Kabupaten Purwakarta,223,1,3,2017,327213075,Semen Mortar MU-380:2852sak; Batu Alam Andesit:1302m2; Cat Eksterior Jotun:4895kg; Hollow Galvanis 4x4:917btg; Pipa PVC Wavin 3:185btg; Kabel NYY 4x10:2497m,Bata Ringan Walbric
1135,Rumah_1135,Kabupaten Bandung,34,3,3,2018,1249149105,Keramik Asia Tile:2989m2; Aluminium Kusen:4143m; Triplek Meranti Campur:2200lbr,Atap Baja Ringan
1136,Rumah_1136,Kota Bekasi,264,6,1,1996,1619686946,Besi Beton 16mm:1912kg; Multipleks 18mm:383lbr; Pipa PPR 1/2 inci:4716btg; Semen:2169sak,Pipa PVC Wavin 3
1137,Rumah_1137,Bandung Barat,312,4,3,2001,921889476,Keramik 60x60 Polished:4788m2; Kawat Bendrat:3338kg; Hollow Galvanis 4x4:2750btg; Besi Beton 13mm:3238kg; Pasir:1420m3,Cat Dinding Dulux
1138,Rumah_1138,Kota Bogor,215,4,1,2020,594672779,Semen Mortar MU-380:1722sak; Keramik Kamar Mandi:2365m2; Batu Alam Andesit:3424m2; Pipa PVC Wavin 3:1647btg; Atap Baja Ringan:3512m2,Semen
1139,Rumah_1139,Kabupaten Ciamis,342,3,2,2013,1703695919,Besi Beton 19mm:1613kg; Stop Kran Kuningan:2503pcs; Semen:4801sak; Besi WF 150:362btg,Besi WF 150
1140,Rumah_1140,Kabupaten Cianjur,60,2,2,2001,1483934885,Keramik 60x60 Polished:163m2; Granite Tile:812m2; Besi Beton 13mm:1422kg; Genteng Beton:1811pcs; Triplek Meranti Campur:764lbr,Batu Split
